REFERENCE_ID,SOURCE,TARGET,SOURCE_INVENTORY_ID,TARGET_INVENTORY_ID,REFERENCE_TYPE,REFERENCE_FORM,EVIDENCE,CONFIDENCE,OPERATIONAL_IMPACT
REF-000082,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008M_IMPLEMENTATION_REPORT.md,INV-0007,INV-0139,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 802: | SPR-008M | Cost-Based Planner |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000083,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008N_IMPLEMENTATION_REPORT.md,INV-0007,INV-0140,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 803: | SPR-008N | Query Optimizer |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000084,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0007,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 804: | SPR-008O | Execution Planner |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000085,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0007,INV-0143,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 806: | SPR-008P | Execution Engine lógico |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000086,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0007,INV-0144,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 807: | SPR-008Q | Runtime canônico |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000087,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0007,INV-0144,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 976: | Runtime | implementação e testes SPR-008Q/T | sem dependência de filesystem |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000088,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0007,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 438: SPR-008R. O pacote não acessa filesystem, banco, rede, cloud, APIs, OCR ou IA.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000089,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0007,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 773: | SPR-008R | 40 passed | 96% | 486 passed, 2 falhas legadas |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000090,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0007,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 808: | SPR-008R | Connector Abstraction Foundation |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000091,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0007,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 464: `cko.core.storage` é a porta tecnológica neutra homologada na SPR-008S. O pacote,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000092,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0007,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 774: | SPR-008S | 86 passed | 96% | 572 passed, 2 falhas legadas |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000093,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0007,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 809: | SPR-008S | Storage Abstraction Foundation |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000094,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 10: **Última entrega considerada:** SPR-008T homologada,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000095,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 125: ARCH-001 v1.1 / CORE SDK até SPR-008T,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000096,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 19: > registros históricos primários. Nenhuma entrega posterior à SPR-008T integra,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000097,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 26: efetivamente homologado até a SPR-008T e os limites permitidos para evolução. Um,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000098,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 40: não é aplicação final e não decide políticas institucionais. Após a SPR-008T, a",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000099,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 493: `cko.core.storage.filesystem`, homologado na SPR-008T, é o primeiro adaptador",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000100,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 775: | SPR-008T | 29 passed | 92,85% | 601 passed, 2 falhas legadas |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000101,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 810: | SPR-008T | Filesystem Storage Adapter |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000102,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 8: **Versão arquitetural consolidada:** Baseline Arquitetural 1.0 + CORE-001 + SPR-008A–SPR-008T,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000103,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0007,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 996: código homologado de CORE-001 e SPR-008A–SPR-008T. Connector Abstraction,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000104,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,CKO_BUILD.cmd,INV-0008,INV-0011,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 482: CKO_BUILD.cmd,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000105,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,CKO_CORE_V1_EXCEPTION_HIERARCHY.md,INV-0008,INV-0020,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 495: `CKO_CORE_V1_EXCEPTION_HIERARCHY.md`.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000106,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0008,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 540: handle de `cko.db` mantido no teardown do teste SPR-005A em Windows. Elas,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000107,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,pyproject.toml,INV-0008,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 380: `pyproject.toml`, `PKG-INFO`, nome do wheel e `METADATA` declaram `1.0.0`.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-000108,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,requirements.txt,INV-0008,INV-0120,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 416: `pytest` é dependência de teste. Os demais itens de `requirements.txt` pertencem,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000109,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 16: `src/cko/core`, incluindo as entregas SPR-008A–W, SPR-008OA e a consolidação",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000110,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 548: | SPR-008A–B | homologado | foundation e modelos canônicos |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000111,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008C_IMPLEMENTATION_REPORT.md,INV-0008,INV-0129,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 549: | SPR-008C | homologado | Inventory |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000112,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008D_IMPLEMENTATION_REPORT.md,INV-0008,INV-0130,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 550: | SPR-008D–N | homologado | Discovery, Query, Index, Statistics, Planner, Optimizer |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000113,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0008,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 551: | SPR-008O/P/Q | homologado | Execution Planner, Engine e Runtime |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000114,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0008,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 552: | SPR-008R/S/T/U | homologado | ports e adapters Filesystem/SQLite |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000115,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0008,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 573: Connector/Storage e o adapter Filesystem até a SPR-008T. SQLite, Checkpoint e",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000116,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR008V_IMPLEMENTATION_REPORT.md,INV-0008,INV-0149,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 553: | SPR-008V/W | homologado | Checkpoint e Unit of Work |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000117,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 17: SPR-009A.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000118,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 528: | Gate | Resultado SPR-009A |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000119,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 542: da SPR-009A.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000120,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 556: | SPR-009A | certificado | versão, exceções, composição e ARCH v1.2 |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000121,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 601: SPR-009A, o início da Camada Semântica sem que qualquer componente semântico",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000122,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 606: Esta v1.2 preserva a arquitetura normativa homologada na SPR-009A e seus valores históricos. Após sua data de corte, as SPR-010–017 homologaram Knowledge Object, Document, Relationship, Graph, Query, Index, Corpus e Provenance Statement sem alterar a versão de release do SDK, que",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000123,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0008,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 8: **Sprint de consolidação:** SPR-009A,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000124,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0008,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 557: | Camada Semântica | autorizada após homologação formal | não iniciada na data de corte desta v1.2; posteriormente homologada pelas SPR-010–017 |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000125,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0008,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 606: Esta v1.2 preserva a arquitetura normativa homologada na SPR-009A e seus valores históricos. Após sua data de corte, as SPR-010–017 homologaram Knowledge Object, Document, Relationship, Graph, Query, Index, Corpus e Provenance Statement sem alterar a versão de release do SDK, que",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000126,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,src/cko.egg-info/PKG-INFO,INV-0008,INV-0171,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,"line 380: `pyproject.toml`, `PKG-INFO`, nome do wheel e `METADATA` declaram `1.0.0`.",MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-000127,CHANGELOG.md,.gitignore,INV-0010,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 18: - criação de `.gitignore`;,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000128,CHANGELOG.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0010,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 5: - fundações do CORE consolidadas até a SPR-009A;,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000129,CHANGELOG.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0010,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 6: - camada semântica homologada pelas SPR-010–017;,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000130,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.gitignore,INV-0013,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 106: Permanecem fora: `.vscode/extensions.json`, `.vscode/tasks.json`, `.vscode/settings.json`, `inventory.txt`, `src/cko.egg-info/*`, `src/main.py.txt`, `SPR018_DISCOVERY_AND_SCOPE.md`, todos os artefatos ignorados listados na seção 8 e, provisoriamente, `.gitignore`.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-000131,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.gitignore,INV-0013,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 112: 3. autorizar ou rejeitar as mudanças de governança em `.gitignore`;,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000132,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.gitignore,INV-0013,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 169: - `.gitignore` exige decisão/correção antes da baseline;,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000133,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.gitignore,INV-0013,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 189: | 001 | ` M` | L | atividade de baseline; decisão humana | governança Git | diff Git + BASELINE_PREPARATION_REPORT.md | não consolidar antes de corrigir/decidir | FORA | `.gitignore` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000134,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.gitignore,INV-0013,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 21: - Modificadas: `.gitignore` e `pyproject.toml`.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000135,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.gitignore,INV-0013,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 91: Exceção crítica: a regra `runtime/` do `.gitignore` não está ancorada e oculta indevidamente oito módulos de produção documentados pela SPR-008Q:,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000136,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.vscode/extensions.json,INV-0013,INV-0002,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 106: Permanecem fora: `.vscode/extensions.json`, `.vscode/tasks.json`, `.vscode/settings.json`, `inventory.txt`, `src/cko.egg-info/*`, `src/main.py.txt`, `SPR018_DISCOVERY_AND_SCOPE.md`, todos os artefatos ignorados listados na seção 8 e, provisoriamente, `.gitignore`.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-000137,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.vscode/extensions.json,INV-0013,INV-0002,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 191: | 003 | `??` | H | ambiente local/reproduzível | configuração/manifesto | BASELINE_PREPARATION_REPORT.md e natureza local | manter fora | FORA | `.vscode/extensions.json` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000138,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.vscode/settings.json,INV-0013,INV-0003,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 106: Permanecem fora: `.vscode/extensions.json`, `.vscode/tasks.json`, `.vscode/settings.json`, `inventory.txt`, `src/cko.egg-info/*`, `src/main.py.txt`, `SPR018_DISCOVERY_AND_SCOPE.md`, todos os artefatos ignorados listados na seção 8 e, provisoriamente, `.gitignore`.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-000139,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.vscode/settings.json,INV-0013,INV-0003,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 86: - `.vscode/settings.json`;,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000140,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.vscode/tasks.json,INV-0013,INV-0004,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 106: Permanecem fora: `.vscode/extensions.json`, `.vscode/tasks.json`, `.vscode/settings.json`, `inventory.txt`, `src/cko.egg-info/*`, `src/main.py.txt`, `SPR018_DISCOVERY_AND_SCOPE.md`, todos os artefatos ignorados listados na seção 8 e, provisoriamente, `.gitignore`.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-000141,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,.vscode/tasks.json,INV-0013,INV-0004,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 192: | 004 | `??` | H | ambiente local/reproduzível | configuração/manifesto | BASELINE_PREPARATION_REPORT.md e natureza local | manter fora | FORA | `.vscode/tasks.json` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000142,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,advanced_engine.py,INV-0013,INV-0005,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 299: | 111 | `??` | D | SPR-003–009A/fundação | produção Python | relatórios/termos/testes SPR-003–009A e conteúdo/imports | incluir em fundação histórica | C01 | `advanced_engine.py` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000143,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE.md,INV-0013,INV-0006,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 125: | `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE.md` e v1.1 | distribuição 0.1.0 | histórico claramente marcado; corrente 1.0.0 | risco de leitura como vigente | manter como histórico e reforçar índice |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000144,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE.md,INV-0013,INV-0006,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 193: | 005 | `??` | E | documentação transversal | documentação/texto | conteúdo arquitetural/governança transversal | reconciliar; incluir salvo discovery | C10 | `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000145,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,INV-0013,INV-0007,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 194: | 006 | `??` | E | documentação transversal | documentação/texto | conteúdo arquitetural/governança transversal | reconciliar; incluir salvo discovery | C10 | `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000146,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,INV-0013,INV-0008,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 123: | `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md` | 346 exports | 646 | arquitetura normativa anterior às SPR-010–017 | publicar revisão controlada |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000147,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md,INV-0013,INV-0008,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 195: | 007 | `??` | E | documentação transversal | documentação/texto | conteúdo arquitetural/governança transversal | reconciliar; incluir salvo discovery | C10 | `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.2.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000148,CKO_CORE_BASELINE_CONSOLIDATION_REPORT.md,ARQUITETURA_ATUAL.txt,INV-0013,INV-0009,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 196: | 008 | `??` | E | documentação transversal | documentação/texto | conteúdo arquitetural/governança transversal | reconciliar; incluir salvo discovery | C10 | `ARQUITETURA_ATUAL.txt` |,HIGH,Path/name-sensitive consumer; relocation may require update
